period_id,type_id,contact_id,overridden,comment,editor_id,created_date,leave_amount,brought_forward_amount,public_holiday_amount,overridden_amount
1,9,258,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,258,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,259,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,259,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,259,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,259,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,259,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,259,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,259,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,259,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,259,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,259,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,259,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,259,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,259,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,259,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,259,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,259,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,259,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,259,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,260,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,260,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,260,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,260,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,260,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,260,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,260,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,260,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,260,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,260,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,260,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,260,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,260,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,260,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,260,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,260,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,260,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,260,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,261,0,NULL,306,2018-02-16 11:24:32,11.50,0.00,0.00,0.00
1,2,261,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,261,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,261,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,261,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,261,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,261,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,261,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,9,261,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,1,262,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,262,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,262,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,262,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,262,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,262,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,262,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,262,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,262,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,262,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,262,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,262,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,262,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,262,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,262,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,262,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,262,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,262,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,263,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,263,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,263,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,263,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,263,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,263,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,263,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,263,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,263,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,263,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,263,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,263,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,263,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,263,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,263,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,263,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,263,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,263,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,264,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,264,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,264,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,264,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,264,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,264,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,264,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,264,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,264,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,264,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,264,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,264,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,264,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,264,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,264,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,264,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,264,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,264,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,265,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,265,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,265,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,265,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,265,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,265,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,265,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,265,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,265,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,265,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,265,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,265,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,265,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,265,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,265,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,265,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,265,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,265,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,266,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,266,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,266,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,266,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,266,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,266,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,266,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,266,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,266,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,266,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,266,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,266,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,266,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,266,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,266,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,266,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,266,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,266,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,267,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,267,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,267,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,267,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,267,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,267,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,267,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,267,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,267,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,267,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,267,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,267,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,267,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,267,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,267,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,267,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,267,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,267,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,268,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,268,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,268,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,268,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,268,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,268,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,268,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,268,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,268,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,268,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,268,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,268,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,268,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,268,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,268,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,268,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,268,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,268,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,269,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,269,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,269,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,269,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,269,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,269,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,269,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,269,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,269,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,269,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,269,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,269,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,269,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,269,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,269,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,269,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,269,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,269,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,270,0,NULL,306,2018-02-16 11:24:32,16.50,0.00,0.00,0.00
1,2,270,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,270,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,270,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,270,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,270,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,270,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,270,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,9,270,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,1,271,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,271,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,271,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,271,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,271,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,271,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,271,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,271,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,271,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,271,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,271,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,271,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,271,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,271,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,271,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,271,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,271,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,271,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,272,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,272,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,272,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,272,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,272,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,272,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,272,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,272,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,272,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,272,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,272,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,272,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,272,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,272,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,272,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,272,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,272,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,272,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,273,0,NULL,306,2018-02-16 11:24:32,11.00,0.00,0.00,0.00
1,2,273,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,273,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,273,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,273,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,273,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,273,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,273,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,9,273,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,1,274,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,274,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,274,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,274,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,274,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,274,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,274,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,274,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,274,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,274,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,274,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,274,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,274,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,274,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,274,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,274,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,274,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,274,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,275,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,275,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,275,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,275,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,275,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,275,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,275,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,275,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,275,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,275,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,275,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,275,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,275,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,275,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,275,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,275,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,275,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,275,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,276,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,276,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,276,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,276,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,276,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,276,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,276,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,276,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,276,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,276,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,276,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,276,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,276,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,276,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,276,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,276,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,276,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,276,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,277,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,277,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,277,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,277,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,277,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,277,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,277,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,277,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,277,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,277,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,277,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,277,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,277,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,277,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,277,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,277,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,277,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,277,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,278,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,278,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,278,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,278,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,278,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,278,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,278,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
